image_page,level,chinese,english,code,confidence,malignant_primary,malignant_secondary,in_situ,benign,uncertain_or_unspecified
408,3,社交紊乱型行为，不伴有精神障碍表现,"dissocial behavior, without manifest psychiatric disorder",Z03.2,0.9662619233131409,,,,,
408,3,生长和发育状态-见观察，发育状态,"growth and development state - see Observation, development state",,0.9763262271881104,,,,,
408,3,损伤(意外的)NEC(另见观察，意外事故),"injuries (accidental) NEC (see also Observation, accident)",Z04.3,0.9959611892700195,,,,,
408,4,加害性NEC,inflicted NEC,Z04.5,0.9821247458457947,,,,,
408,5,在嫌疑强奸或诱奸中,during alleged rape or seduction,Z04.4,0.9650572538375854,,,,,
408,3,心肌梗死,myocardial infarction,Z03.4,0.9660766124725342,,,,,
408,3,心血管病,cardiovascular disease,Z03.5,0.9986194372177124,,,,,
408,4,心肌梗死,myocardial infarction,Z03.4,0.9835477471351624,,,,,
408,3,药物的有害效应,adverse effect of drug,Z03.6,0.9798263311386108,,,,,
408,3,意外事故NEC,accident NEC,Z04.3,0.9614995718002319,,,,,
408,4,交通,transport,Z04.1,0.9714118242263794,,,,,
408,4,在工作中的,at work,Z04.2,0.9440736174583435,,,,,
408,3,因摄入物质(药物)(毒物)所致的毒性效应,toxic effects from ingested substance (drug) (poison),Z03.6,0.9972338676452637,,,,,
408,3,自杀企图，嫌疑NEC,"suicide attempt, alleged NEC",Z03.8,0.9673952460289001,,,,,
408,4,自服毒,self-poisoning,Z03.6,0.9540174603462219,,,,,
408,3,纵火(行为)，不伴有精神障碍表现,"fire-setting (behavior), without manifest psychiatric disorder",Z03.2,0.9881438612937927,,,,,
408,2,观察下(另见观察),Under observation (see also Observation),Z03.9,0.9894983172416687,,,,,
408,2,观念，自杀,"Ideation, suicidal",R45.8,0.991929829120636,,,,,
408,3,精神障碍中的构成部分-见情况,constituting part of a mental disorder - see condition,,0.9894481301307678,,,,,
409,1,guān 冠,,,,,,,,
409,2,冠周炎(慢性),Pericoronitis (chronic),K05.3,0.9968188405036926,,,,,
409,3,急性,acute,K05.2,0.9365044832229614,,,,,
409,2,冠状(动脉)的 - 见情况,Coronary (artery) - see condition,,0.9573847651481628,,,,,
409,2,冠状病毒，作为分类于他处疾病的原因,"Coronavirus, as cause of disease classified elsewhere",B97.2,0.9987359046936035,,,,,
409,1,guǎn 管,,,0.9712263941764832,,,,,
409,2,管，导管的 - 见情况,"Duct, ductus - see condition",,0.9139395356178284,,,,,
409,2,管类圆线虫病,Angiostrongyliasis,,0.9999553561210632,,,,,
409,3,肠,intestinal,B81.3,0.9771279096603394,,,,,
409,3,由于,due to,,0.9789139032363892,,,,,
409,4,副圆线虫,Parastrongylus,,0.871957540512085,,,,,
409,5,哥斯达黎加,costaricensis,B81.3,0.9845762252807617,,,,,
409,5,广州,cantonensis,B83.2,0.9490557909011841,,,,,
409,4,血管圆线虫属,Angiostrongylus,,0.9127284288406372,,,,,
409,5,哥斯达黎加,costaricensis,B81.3,0.9793977737426758,,,,,
409,5,广州,cantonensis,B83.2,0.9152441024780273,,,,,
409,2,管理,Management (of),,0.9997417330741882,,,,,
409,3,避孕的,contraceptive,Z30.9,0.9394041895866394,,,,,
409,4,特指的 NEC,specified NEC,Z30.8,0.9768772125244141,,,,,
409,3,耳蜗装置(植入)的,cochlear device (implanted),Z45.3,0.992751955986023,,,,,
409,3,骨传导装置(植入)的,bone conduction device (implanted),Z45.3,0.9960068464279175,,,,,
409,3,假体(外部)的(另见安装),prosthesis (external) (see also Fitting),Z44.9,0.9768386483192444,,,,,
409,4,植入的,implanted,Z45.9,0.9677047729492188,,,,,
409,5,特指的NEC,specified NEC,Z45.8,0.9686377644538879,,,,,
409,3,生育问题的,procreative,Z31.9,0.9882059097290039,,,,,
409,4,特指的NEC,specified NEC,Z31.8,0.9513729214668274,,,,,
409,3,输注泵的 :1,infusion pump,Z45.1,0.9383499026298523,,,,,
409,3,心脏起搏器 NEC 的,cardiac pacemaker NEC,Z45.0,0.9427938461303711,,,,,
409,3,血管通路装置的,vascular access device,Z45.2,0.9910734295845032,,,,,
409,3,植入装置的,implanted device,Z45.9,0.9980421662330627,,,,,
409,4,特指的 NEC,specified NEC,Z45.8,0.9692937731742859,,,,,
409,2,管型尿,Cylindruria,R82.9,0.9999771118164062,,,,,
409,1,guàn 贯,,,0.9566341042518616,,,,,
409,2,贯通伤-另见 伤口，开放性,"Penetrating wound - see also Wound, open",,0.9521450400352478,,,,,
409,3,伴有内部损伤-见损伤，按部位,"with internal injury - see Injury, by site",,0.9978463649749756,,,,,
409,3,眶(伴有或不伴有异物),orbit (with or without foreign body),S05.4,0.9980186223983765,,,,,
409,3,眼球,eyeball,S05.6,0.9451820850372314,,,,,
409,4,伴有异物,with foreign body,S05.5,0.9815717339515686,,,,,
410,1,guāng 光,,,,,,,,
410,2,光化性的 - 见情况,Actinic - see condition,,0.9897945523262024,,,,,
410,2,光敏感性，皮肤的光致敏作用(日光),"Photosensitivity, photosensitization of skin (sun)",L56.8,0.9994364380836487,,,,,
410,3,日光以外的光,light other than sun,L59.8,0.9816319346427917,,,,,
410,2,光性角膜炎,Photokeratitis,H16.1,0.991275429725647,,,,,
410,2,光照性皮炎(日光),Photodermatitis (sun),L56.8,0.9996775388717651,,,,,
410,3,慢性,chronic,L57.8,0.9747542142868042,,,,,
410,3,日光以外的光,light other than sun,L59.8,0.9601463675498962,,,,,
410,3,由于药物,due to drug,L56.8,0.9874011278152466,,,,,
410,2,光照性视网膜炎,Photoretinitis,H31.0,0.9798308610916138,,,,,
410,1,guāng 胱,,,0.9609752297401428,,,,,
410,2,胱氨酸病(恶性),Cystinosis (malignant),E72.0,0.9995618462562561,,,,,
410,2,胱氨酸尿,Cystinuria,E72.0,0.952044665813446,,,,,
410,2,胱硫醚尿,Cystathioninuria,E72.1,0.9583718180656433,,,,,
410,2,胱硫醚血症,Cystathioninemia,E72.1,0.9713228344917297,,,,,
410,1,guǎng 广,,,0.9296272993087769,,,,,
410,2,广场恐怖症(伴有惊恐障碍历史),Agoraphobia (with history of panic disorder),F40.0,0.9817537665367126,,,,,
410,2,广泛的 - 见情况,Extensive - see condition,,0.9266546964645386,,,,,
410,1,guī 龟,,,0.9997186660766602,,,,,
410,2,龟头包皮炎,Balanoposthitis,N48.1,0.9866160750389099,,,,,
410,3,溃疡性(特异性),ulcerative (specific),A63.8+ N51.2*,0.9781268239021301,,,,,
410,3,淋球菌性(急性)(慢性),gonococcal (acute) (chronic),A54.0,0.9647563695907593,,,,,
410,2,龟头脓溢-见龟头炎,Balanorrhagia - see Balanitis,,0.9990141987800598,,,,,
410,2,龟头炎(环状)(糜烂性)(坏疽性)(感染性)(非淋球菌性)(蚀疮性)(寻常),Balanitis (circinata) (erosiva) (gangrenosa) (infectional) (nongonococcal) (phagedenic) (vulgaris),N48.1,0.9735770225524902,,,,,
410,3,阿米巴,amebic,A06.8+ N51.2*,0.9758881330490112,,,,,
410,3,干燥闭塞性,xerotica obliterans,N48.0,0.9505067467689514,,,,,
410,3,淋球菌性(急性)(慢性),gonococcal(acute)(chronic),A54.0,0.9796082377433777,,,,,
410,3,念珠菌性,candidal,B37.4+ N51.2*,0.9757259488105774,,,,,
410,3,性病性NEC,venereal NEC,A64+ N51.2*,0.9791112542152405,,,,,
410,3,由于杜克雷嗜血杆菌,due to Haemophilus ducreyi,A57,0.9719136357307434,,,,,
411,1,guī 硅,,,,,,,,
411,2,硅[矽]铁末沉着病,Silicosiderosis,J62.8,0.9697825908660889,,,,,
411,2,硅尘肺,Mason's lung,J62.8,0.9951568245887756,,,,,
411,2,硅沉着病(并发)(单纯性),"Silicosis, silicotic (complicated) (simple)",J62.8,0.9990766048431396,,,,,
411,3,伴有结核,with tuberculosis,J65,0.9971975088119507,,,,,
411,2,硅沉着病结核,Silicotuberculosis,J65,0.9669632911682129,,,,,
411,2,硅末沉着病,Gannister disease,J62.8,0.9846069812774658,,,,,
411,1,guǐ 鬼,,,0.9348732829093933,,,,,
411,2,鬼状手,Ghoul hand,A66.3,0.9598342180252075,,,,,
411,1,guō 郭,,,0.9078472256660461,,,,,
411,2,郭霍感染(另见结核),Koch's infection (see also Tuberculosis),A16.9,0.993299663066864,,,,,
411,2,郭霍-威克斯结膜炎[急性触染性眼炎],Koch-Weeks' conjunctivitis,H10.0,0.9942525625228882,,,,,
411,1,guǒ 果,,,0.9282699823379517,,,,,
411,2,果糖-1，6-二磷酸缺乏,"Fructose-1,6-diphosphatase deficiency",E74.1,0.9732791185379028,,,,,
411,2,果糖尿(症)(原发性)(良性),"Fructosemia, Fructosuria, Levulosuria (essential) (benign)",E74.1,0.9998484253883362,,,,,
411,1,guò 过,,,0.999968409538269,,,,,
411,2,过大胎儿,Oversize fetus,P08.1,0.9941040277481079,,,,,
411,3,特大(超过4500克),exceptionally large (more than 4500 g),P08.0,0.9884033799171448,,,,,
411,3,引起胎盆不称,causing disproportion,O33.5,0.9864237904548645,,,,,
411,4,伴有梗阻性分娩,with obstructed labor,O66.2,0.940386950969696,,,,,
411,4,影响到胎儿或新生儿,affecting fetus or newborn,P03.1,0.9910389184951782,,,,,
411,3,影响妊娠处理,affecting management of pregnancy,O36.6,0.9860638976097107,,,,,
411,2,过度，过高，过大,"Excess, excessive, excessively",,0.9998361468315125,,,,,
411,3,包皮,foreskin,N47,0.9897816777229309,,,,,
411,3,长,long,,0.9625294208526611,,,,,
411,4,脐带(缠绕),umbilical cord (entangled),,0.946636974811554,,,,,
411,5,二一—并发于产程或分娩,complicating labor or delivery,O69.2,0.9238313436508179,,,,,
411,5,影响到胎儿或新生儿,affecting fetus or newborn,P02.5,0.9922090768814087,,,,,
411,4,器官或部位，先天性NEC-见异常，按部位,"organ or site, congenital NEC - see Anomaly, by site",,0.9719518423080444,,,,,
411,3,出汗,sweating,R61.9,0.9891714453697205,,,,,
411,3,雌激素,estrogen,E28.0,0.9316926002502441,,,,,
411,3,大,large,,0.9932605624198914,,,,,
411,4,结肠,colon,K59.3,0.9382293224334717,,,,,
411,5,先天性,congenital,Q43.8,0.953993558883667,,,,,
412,4,器官或部位，先天性NEC-见异常，按部位,"organ or site, congenital NEC - see Anomaly,by site",,0.9883912801742554,,,,,
412,4,胎儿或婴儿,fetus or infant,P08.0,0.9211469292640686,,,,,
412,5,伴有梗阻性分娩,with obstructed labor,O66.2,0.9513052701950073,,,,,
412,5,引起胎盆不称,causing disproportion,O33.5,0.964609682559967,,,,,
412,5,影响妊娠处理,affecting management of pregnancy,O36.6,0.9620122313499451,,,,,
412,3,短,short,,0.9983470439910889,,,,,
412,4,脐带,umbilical cord,,0.7931046485900879,,,,,
412,5,并发于产程或分娩,complicating labor or delivery,O69.3,0.9781635999679565,,,,,
412,5,影响到胎儿或新生儿,affecting fetus or newborn,P02.6,0.9736826419830322,,,,,
412,4,器官或部位，先天性NEC-见异常，按部位,"— organ or site, congenital NEC - see Anomaly,by site",,0.9798833131790161,,,,,
412,3,发育，乳房,"development, breast",N62,0.9430854320526123,,,,,
412,3,分泌物(另见分泌过多),secretion (see also Hypersecretion),,0.9979077577590942,,,,,
412,4,汗,sweat,R61.9,0.9217419624328613,,,,,
412,4,乳汁,milk,O92.6,0.9133424758911133,,,,,
412,4,痰,sputum,R09.3,0.9598798751831055,,,,,
412,3,寒冷，的效应,"cold, effects of",T69.9,0.9663775563240051,,,,,
412,4,特指的效应NEC,specified effect NEC,T69.8,0.968607485294342,,,,,
412,3,胡萝卜素(饮食性),"carotene, carotin (dietary)",E67.1,0.9944588541984558,,,,,
412,3,集中[辐凑],convergence,H51.1,0.9947836995124817,,,,,
412,3,钾,"kalium, potassium (K)",E87.5,0.9445205330848694,,,,,
412,3,进食,eating,R63.2,0.9773218631744385,,,,,
412,3,口渴,thirst,R63.1,0.9307019114494324,,,,,
412,4,由于缺水,due to deprivation of water,T73.1,0.9508726596832275,,,,,
412,3,流涎,salivation,K11.7,0.9312828779220581,,,,,
412,3,磨耗，牙,"attrition, tooth, teeth",K03.0,0.9900366067886353,,,,,
412,3,钠,"natrium, sodium (Na)",E87.0,0.9830134510993958,,,,,
412,3,皮肤，眼睑(后天性),"skin, eyelid (acquired)",H02.3,0.9814338684082031,,,,,
412,4,先天性,congenital,Q10.3,0.9543928503990173,,,,,
412,3,热(另见热),heat (see also Heat),T67.9,0.98952317237854,,,,,
412,3,散开[双眼外展],divergence,H51.8,0.9731639623641968,,,,,
412,3,痰,sputum,R09.3,0.9729292392730713,,,,,
412,3,维生素,vitamin,,0.9358069896697998,,,,,
412,4,A(饮食性)A,A (dietary),E67.0,0.9872944951057434,,,,,
412,5,作为药物给予(慢性)(长期过度服用),administered as drug (chronic) (prolonged excessive intake),E67.0,0.9757484793663025,,,,,
412,6,对突然过量的反应,reaction to sudden overdose,T45.2 E67.0,0.9658482670783997,,,,,
412,4,D(饮食性),D (dietary),E67.3,0.9589817523956299,,,,,
412,5,作为药物给予(慢性)(长期过度服用),administered as drug (chronic) (prolonged excessive intake),E67.3,0.9712038040161133,,,,,
412,6,对突然过量的反应,reaction to sudden overdose,T45.2 E67.3,0.9686041474342346,,,,,
412,3,性欲(亢进),sexual drive,F52.7,0.9617112874984741,,,,,
412,3,雄激素(卵巢),androgen (ovarian),E28.1,0.9753900766372681,,,,,
413,3,血中酒精水平,alcohol level in blood,R78.0,0.9600159525871277,,,,,
413,3,牙数目,number of teeth,K00.1,0.9607878923416138,,,,,
413,4,引起密集,causing crowding,K07.3,0.9795730710029602,,,,,
413,3,饮(酒) NEC,drinking (alcohol) NEC,F10.0,0.9491913318634033,,,,,
413,4,习惯性(持续性),habitual (continual),F10.2,0.9655700922012329,,,,,
413,3,营养(饮食性)NEC,nutrient (dietary) NEC,E67.8,0.9672185182571411,,,,,
413,3,月经(具有规则周期),menstruation (with regular cycle),N92.0,0.9862432479858398,,,,,
413,4,具有不规则周期,with irregular cycle,N92.1,0.9767988324165344,,,,,
413,3,脂肪,fat,E66.9,0.9485584497451782,,,,,
413,4,局部性,localized,E65,0.9368340969085693,,,,,
413,4,心脏内(另见变性，心肌),"in heart (see also Degeneration, myocardial)",I51.5,0.9634796977043152,,,,,
413,2,过度刺激，卵巢(与诱导排卵有关),"Hyperstimulation, ovaries (associated with induced ovulation)",N98.1,0.9891249537467957,,,,,
413,2,过度生长，骨NEC,"Overgrowth, bone NEC",M89.3,0.9923961162567139,,,,,
413,2,过多,Overload,,0.9999730587005615,,,,,
413,3,钾(K),potassium (K),E87.5,0.9326371550559998,,,,,
413,3,钠(Na),sodium (Na),E87.0,0.925168514251709,,,,,
413,3,体液,fluid,E87.7,0.956633985042572,,,,,
413,2,过分担心,Worried well,Z71.1,0.9977844953536987,,,,,
413,2,过量(药物),"Overdose, overdosage (drug)",T50.9,0.989369809627533,,,,,
413,3,特指的药物或物质 -见药物和化学制剂表,specified drug or substance - see Table of drugs and chemicals,,0.9801115989685059,,,,,
413,2,过敏，敏感(另见变态反应),"Allergy, Hypersensitive, Hypersensitiveness, Hypersensitivity, Sensitive, sensitivity (see also Allergy)",T78.4,0.9839515686035156,,,,,
413,3,反应,reaction,T78.4,0.9674643874168396,,,,,
413,4,上呼吸道NEC,upper respiratory tract NEC,J39.3,0.9777359366416931,,,,,
413,3,肺炎(另见肺炎，变应性),"pneumonitis (see also Pneumonitis, allergic)",J67.9,0.9939296841621399,,,,,
413,3,颈动脉窦,carotid sinus,G90.0,0.9973100423812866,,,,,
413,3,冷型，自身免疫性,"cold, autoimmune",D59.1,0.9959496259689331,,,,,
413,3,痛,pain,R20.8,0.9583723545074463,,,,,
413,3,胃肠,gastrointestinal,K52.2,0.9735215902328491,,,,,
413,4,心因性,psychogenic,F45.3,0.9878899455070496,,,,,
413,3,牙本质,dentin,K03.8,0.9492416381835938,,,,,
413,3,药物(另见变态反应，药物),"drug (see also Allergy, drug)",T88.7,0.9772388339042664,,,,,
413,3,正铁血红蛋白,methemoglobin,D74.8,0.9821634292602539,,,,,
413,2,过敏,Anaphylaxis,T78.2,0.9808750152587891,,,,,
413,2,过敏性休克或反应- 见休克，过敏性,"Anaphylactic[Anaphylactoid] shock or reaction - see Shock, anaphylactic",,0.9700775146484375,,,,,
413,2,过期(妊娠)(对母体),Post-dates (pregnancy) (mother),O48,0.9641978144645691,,,,,
413,2,过桥恐怖,Gephyrophobia,F40.2,0.9856618046760559,,,,,
413,2,过热(场所)-见热,Overheated (places) - see Heat,,0.9905700087547302,,,,,
413,2,过熟儿(胎儿或新生儿),"Hypermaturity, Postmaturity, Postmature (fetus or newborn)",P08.2,0.9978586435317993,,,,,
413,3,影响妊娠处理,affecting management of pregnancy,O48,0.9828588366508484,,,,,
414,2,过月(妊娠)(对母体),Post-term (pregnancy) (mother),O48,0.9712653756141663,,,,,
414,3,婴儿,infant,P08.2,0.963394045829773,,,,,
414,2,过早 - 另见情况,Premature - see also condition,,0.9387345910072327,,,,,
414,3,闭合，卵圆孔,"closure, foramen ovale",Q21.8,0.9494151473045349,,,,,
414,3,剥离，胎盘(部分性)(另见胎盘早剥),"separation, placenta (partial) (see also Abruptio placentae)",O45.9,0.9784953594207764,,,,,
414,3,搏动,beats,I49.4,0.9537355899810791,,,,,
414,4,心房,atrial,I49.1,0.965122640132904,,,,,
414,3,出生[早产儿] NEC,birth NEC,P07.3,0.9714868068695068,,,,,
414,3,分娩[早产],delivery,O60.1,0.9716634750366211,,,,,
414,3,绝经,menopause,E28.3,0.9885609149932861,,,,,
414,3,老年化[早老],aging,E34.8,0.9666139483451843,,,,,
414,3,破裂，胎膜或羊膜(另见破裂，胎膜，过早),"rupture, membranes or amnion (see also Rupture, membranes, premature)",O42.9,0.9544178247451782,,,,,
414,4,影响到胎儿或新生儿,affecting fetus or newborn,P01.1,0.9920511841773987,,,,,
414,3,青春期[性早熟],puberty,E30.1,0.9783329963684082,,,,,
414,3,乳房发育,thelarche,E30.8,0.9529518485069275,,,,,
414,3,射精[早泄],ejaculation,F52.4,0.9974309206008911,,,,,
414,3,肾上腺功能早现,adrenarche,E27.0,0.9877671599388123,,,,,
414,3,收缩,contraction,,0.9970660209655762,,,,,
414,4,房室,atrioventricular,I49.2,0.9419847130775452,,,,,
414,4,交界性,junctional,I49.2,0.9526596665382385,,,,,
414,4,心房,atrial,I49.1,0.9404484629631042,,,,,
414,4,心室,ventricular,I49.3,0.9607947468757629,,,,,
414,4,心脏(期外收缩),heart (extrasystole),I49.4,0.954653263092041,,,,,
414,3,衰老,senility,E34.8,0.9764121174812317,,,,,
414,3,心室收缩,ventricular systole,I49.3,0.9956251978874207,,,,,
414,2,过重(另见肥胖症),Overweight (see also Obesity),E66.9,0.9901698231697083,,,,,
415,0,H,,,0.999861478805542,,,,,
415,1,hā 哈,,,0.9993059635162354,,,,,
415,2,哈佛山热[流行性关节红斑],Haverhill fever,A25.1,0.9642683863639832,,,,,
415,2,哈福病[哈福海湾渔民砷中毒],Haff disease,T61.2,0.9943034648895264,,,,,
415,2,哈格隆德病或哈格隆德骨软骨病(幼年)(外胫骨),Haglund's disease or osteochondrosis (juvenile) (os tibiale externum),M92.6,0.9937124848365784,,,,,
415,2,哈格曼因子缺陷、缺乏或病,"Hageman's factor defect, deficiency or disease",D68.2,0.9998698830604553,,,,,
415,2,哈勒曼-斯特雷夫综合征[眼-下颌-面部综合征],Hallermann-Streiff syndrome,Q87.0,0.9948731660842896,,,,,
415,2,哈勒沃登-施帕茨病,Hallervorden-Spatz disease,G23.0,0.9999030828475952,,,,,
415,2,哈里斯线[骺横线],Harris' lines,M89.1,0.9845836162567139,,,,,
415,2,哈利病[间歇性血红蛋白尿],Harley's disease,D59.6,0.9992193579673767,,,,,
415,2,哈曼-里奇综合征,Hamman-Rich syndrome,J84.1,0.9999396204948425,,,,,
415,2,哈齐森 - 现译名 哈钦森,Hutchinson,,0.9230638742446899,,,,,
415,2,哈欠,Yawning,R06.8,0.9992751479148865,,,,,
415,3,心因性,psychogenic,F45.3,0.9943297505378723,,,,,
415,2,哈钦森 - 曾用名 郝秦生,Hutchinson's,,0.9225272536277771,,,,,
415,3,三联症(先天性梅毒),triad (congenital syphilis),A50.5,0.9854574203491211,,,,,
415,3,病，意指,disease meaning,,0.9942113161087036,,,,,
415,4,匐行性血管瘤,angioma serpiginosum,L81.7,0.9451781511306763,,,,,
415,4,汗疱疹,pompholyx,L30.1,0.9918814301490784,,,,,
415,4,夏季疹或夏令痒疹,summer eruption or summer prurigo,L56.4,0.9865214824676514,,,,,
415,4,夏令痒疹,prurigo estivalis,L56.4,0.9799079895019531,,,,,
415,3,黑素雀斑(M8742/2)-见黑色素瘤，原位,"melanotic freckle (M8742/2) - see Melanoma, in situ",,0.9865489602088928,,,,,
415,4,恶性黑(色素)瘤中的(M8742/3)-见 黑色素瘤,malignant melanoma in (M8742/3) - see Melanoma,,0.9733436703681946,,,,,
415,3,牙或切牙(先天性梅毒),teeth or incisors (congenital syphilis),A50.5,0.9850975275039673,,,,,
415,2,哈钦森-伯克病或综合征(另见 结节病),Hutchinson-Boeck disease or syndrome (see also Sarcoidosis),D86.9,0.9840847849845886,,,,,
415,2,哈钦森-吉尔福特病或综合征[早老],Hutchinson-Gilford disease or syndrome,E34.8,0.984165608882904,,,,,
415,2,哈斯病或骨软骨病(幼年)(肱骨头),Haas' disease or osteochondrosis (juvenile) (head of humerus),M92.0,0.9881381988525391,,,,,
415,2,哈索尔-亨利小体或疣(角膜),Hassal-Henle bodies or warts (cornea),H18.4,0.9988289475440979,,,,,
415,2,哈特纳普病,Hartnup's disease,E72.0,0.9998997449874878,,,,,
415,1,hǎi 海,,,0.9574349522590637,,,,,
415,2,海尔迈尔-舍纳病(M9842/3),Heilmeyer-Schoner disease (M9842/3),C94.1,0.9819294214248657,,,,,
415,2,海加思结,Haygarth's nodes,M15.8,0.9999499917030334,,,,,
416,3,肾(髓样),kidney (medullary),Q61.5,0.9670229554176331,,,,,
416,3,意外遗留在手术伤口内,inadvertently left in operation wound,T81.5,0.9985429644584656,,,,,
416,2,海绵体炎(阴茎),"Cavernitis, Cavernositis (penis)",N48.2,0.9893772006034851,,,,,
416,2,海绵状 - 见情况,Cavernous - see condition,,0.9620229005813599,,,,,
416,2,海绵状成神经细胞瘤[神经胶质母细胞瘤](M9504/3)-见肿瘤，恶性,"Spongioneuroblastoma (M9504/3) - see Neoplasm, malignant",,0.9914716482162476,,,,,
416,2,海涅-梅丁病,Heine-Medin disease,A80.9,0.999542772769928,,,,,
416,2,海水浴耳病,Beach ear,H60.3,0.9625661373138428,,,,,
416,1,hán 含,,,0.9864622354507446,,,,,
416,2,含铁血黄素沉着症,Hemosiderosis,E83.1,0.9885139465332031,,,,,
416,3,肺，特发性,"pulmonary, idiopathic",E83.1+ J99.8*,0.9576249122619629,,,,,
416,3,输血性,transfusion,T80.8,0.9701951146125793,,,,,
416,3,饮食性,dietary,E83.1,0.9836167097091675,,,,,
416,2,含牙囊肿,Dentigerous cyst,K09.0,0.9738836288452148,,,,,
416,1,hán 寒,,,0.9847890734672546,,,,,
416,2,寒战(另见疟疾),"Ague, Chill(s), Rigors (see also Malaria)",R68.8,0.998643159866333,,,,,
416,3,伴有发热,with fever,R50.8,0.9920662045478821,,,,,
416,3,脓毒性-见败血症,septic - see Septicemia,,0.9726510047912598,,,,,
416,1,hàn 汉,,,0.999918520450592,,,,,
416,2,汉-许-克病或综合征- 现译名慢性特发性组织细胞增多症,Hand-Schler-Christian disease or syndrome,,0.9781213998794556,,,,,
416,2,汉哈特综合征,Hanhart's syndrome,Q87.0,0.9999597668647766,,,,,
416,2,汉森病(另见麻风),Hansen's disease (see also Leprosy),A30.9,0.9996943473815918,,,,,
416,2,汉滩病毒病(朝鲜出血热),Hantaan virus disease (Korean hemorrhagic fever),A98.5+ N08.0*,0.9522704482078552,,,,,
416,2,汉坦病毒病(伴有肾脏表现)(多布拉伐)(普马拉)(首尔),Hantavirus disease (with renal manifestations) (Dobrava) (Puumala) (Seoul),A98.5+ N08.0*,0.980588436126709,,,,,
416,3,伴有肺部表现(安第斯)(牛轭湖)(贝尔梅霍)(污黑小河沟)(乔克洛)(茹奎蒂巴)(拉古纳内格拉)(莱奇瓜纳斯)(纽约)(奥兰)(无名[辛诺柏]病毒),with pulmonary manifestations (Andes) (Bayou) (Bermejo) (Black Creek Canal) (Choclo) (Juquitiba) (Laguna negra) (Lechiguanas) (New York) (Oran) (Sin Nombre),B33.4+ J17.1*,0.9790664315223694,,,,,
416,1,hàn 汗,,,0.9767190217971802,,,,,
416,2,汗,"Sweat, sweats",,0.9985981583595276,,,,,
416,3,臭,fetid,L75.0,0.9610207676887512,,,,,
416,3,夜[盗汗],night,R61.9,0.9474579691886902,,,,,
416,2,汗管瘤(M8407/0)-另见肿瘤，皮肤，良性,"Syringoma (M8407/0) - see also Neoplasm, skin, benign",,0.9811438918113708,,,,,
416,3,软骨样(M8940/0),chondroid (M8940/0),D23.9,0.9848377704620361,,,,,
417,3,乳头状(M8406/0),"see also Neoplasm, skin, benign",D23.9,0.9881485104560852,,,,,
417,2,汗孔角化病,Porokeratosis,Q82.8,0.9986092448234558,,,,,
417,2,汗疱疹，出汗障碍,"Dyshidrosis, dysidrosis, Pompholyx",L30.1,0.9689599275588989,,,,,
417,2,汗腺囊瘤(M8404/0)-见肿瘤，皮肤，良性,"Hidrocystoma, Hydrocystoma (M8404/0) - see Neoplasm, skin, benign",,0.9982846975326538,,,,,
417,2,汗腺腺瘤(结节性)(M8400/0)-另见肿瘤，皮肤，良性,"Hidradenoma, Hydradenoma, Spiradenoma (nodular) (M8400/0) - see also Neoplasm, skin, benign",,0.9838893413543701,,,,,
417,3,乳头状(M8405/0),papillary (M8405/0),,0.9662510752677917,,,,,
417,3,透明细胞(M8402/0),clear cell (M8402/0),,0.9662860035896301,,,,,
417,3,外分泌性(M8403/0)-见肿瘤，皮肤，良性,"eccrine (M8403/0) - see Neoplasm, skin, benign",,0.9873018264770508,,,,,
417,2,汗腺炎(腋窝)(化脓性),"Hidradenitis, Hydradenitis, Hydroadenitis, Hydrosadenitis (axillaris) (suppurative)",L73.2,0.9937384128570557,,,,,
417,2,汗腺硬结，外分泌性(M8402/0)-见肿瘤，皮肤，良性,"Poroma, eccrine (M8402/0) - see Neoplasm, skin, benign",,0.9966010451316833,,,,,
417,1,háng 航,,,0.9276697039604187,,,,,
417,2,航空鼻窦炎,Aerosinusitis,T70.1,0.9595277905464172,,,,,
417,2,航空牙痛,Aerodontalgia,T70.2,0.9999510049819946,,,,,
417,2,航空者,Aviator's,,0.9999200105667114,,,,,
417,3,病[航空病](另见效应，有害，高海拔),"disease or sickness (see also Effects, adverse, high altitude)",T70.2,0.9880282878875732,,,,,
417,3,耳[航空性中耳炎],ear,T70.0,0.9638835191726685,,,,,
417,2,航空中耳炎,Aero-otitis media,T70.0,0.9982503652572632,,,,,
417,1,hǎo 郝,,,0.9984258413314819,,,,,
417,2,郝秦生-现译名哈钦森,Hutchinson,,0.9993273019790649,,,,,
417,1,hào 好,,,0.9035447239875793,,,,,
417,2,好鹦鹉者病或好鹦鹉者肺,Budgerigar fancier's disease or lung,J67.2,0.9712914824485779,,,,,
417,2,好争吵,Quarrelsomeness,F60.3,0.9902696013450623,,,,,
417,1,hē 喝,,,0.9994759559631348,,,,,
417,2,喝-又称饮,Drinking,,0.9682321548461914,,,,,
417,2,喝啤酒者心脏(病),Beer drinker's heart (disease),I42.6,0.9740663766860962,,,,,
417,1,hé 合,,,0.9116349816322327,,,,,
417,2,合并的 - 见情况,Combined - see condition,,0.967515230178833,,,,,
417,2,合理错位,Corrected transposition,Q20.5,0.9999562501907349,,,,,
417,1,hé 何,,,0.9997387528419495,,,,,
417,2,何杰金-现译名霍奇金,Hodgkin,,0.9997119903564453,,,,,
