image_page,level,chinese,english,code,confidence,malignant_primary,malignant_secondary,in_situ,benign,uncertain_or_unspecified
717,4,风疹,rubella,B06.0+ G02.0*,0.9831640720367432,,,,,
717,4,钩端螺旋体病,leptospirosis,A27 G01*,0.988606870174408,,,,,
717,4,脊髓灰质炎病毒,poliovirus,A80.9+ G02.0*,0.9810342192649841,,,,,
717,4,寄生虫病NEC,parasitic disease NEC,B89+ G02.8*,0.9562174677848816,,,,,
717,4,莱姆病,Lyme disease,A69.2+ G01*,0.9661082029342651,,,,,
717,4,利斯特菌性单核细胞增多症,Listeria monocytogenes,A32.1+ G01*,0.97052401304245,,,,,
717,4,流行性腮腺炎(病毒性),mumps (virus),B26.1+ G02.0*,0.9755174517631531,,,,,
717,4,麻疹,measles,B05.1+ G02.0*,0.975580632686615,,,,,
717,4,疱疹病毒(单纯性),herpes (simplex) virus,B00.3+ G02.0*,0.9845001101493835,,,,,
717,5,带状,zoster,B02.1+ G02.0*,0.9513512849807739,,,,,
717,4,球孢子菌病,coccidioidomycosis,B38.4+ G02.1*,0.9941505789756775,,,,,
717,4,沙门菌感染,salmonella infection,A02.2+ G01*,0.9908233880996704,,,,,
717,4,伤寒,typhoid fever,A01.0+ G01*,0.9676499962806702,,,,,
717,4,神经梅毒(晚期),neurosyphilis (late),A52.1+ G01*,0.9604759216308594,,,,,
717,4,水痘,"chickenpox, varicella",B01.0+ G02.0*,0.9895055890083313,,,,,
717,4,炭疽,anthrax,A22.8+ G01*,0.9610583782196045,,,,,
717,4,特指的原因 NEC,specified cause NEC,G03.8,0.9607723355293274,,,,,
717,4,腺病毒,adenovirus,A87.1+ G02.0*,0.9760870933532715,,,,,
717,4,预防性人工免疫或疫苗接种_,"preventive immunization, inoculation or vaccination",G03.8,0.9706818461418152,,,,,
717,3,结核性,tuberculous,A17.0+ G01*,0.9834872484207153,,,,,
717,3,局限性浆液性NEC,serosa circumscripta NEC,G03.0,0.9886894226074219,,,,,
718,3,柯萨奇病毒,coxsackievirus,A87.0+ G02.0,0.963282585144043,,,,,
718,3,克雷白杆菌性,Klebsiella,G00.8,0.9695113897323608,,,,,
718,3,链球菌性(急性),streptococcal (acute),G00.2,0.9755411148071289,,,,,
718,3,良性复发性(莫拉利特)C,benign recurrent (Mollaret),G03.2,0.9831774234771729,,,,,
718,3,淋巴细胞性(急性)(良性)(浆液性),lymphocytic (acute) (benign) (serous),A87.2+ G02.0*,0.9734302759170532,,,,,
718,3,淋球菌性,gonococcal,A54.8+ G01*,0.9471269845962524,,,,,
718,3,流感性(流感嗜血杆菌),influenzal (Haemophilus influenzae),G00.0,0.9718400239944458,,,,,
718,3,流行性 NEC,epidemic NEC,A39.0+ G01*,0.9287548065185547,,,,,
718,3,麻疹后,postmeasles,B05.1+ G02.0*,0.9409496188163757,,,,,
718,3,慢性 NEC,chronic NEC,G03.1,0.9566758871078491,,,,,
718,3,梅毒性(晚期)(三期),syphilitic (late)(tertiary),A52.1+ G01*,0.9703460335731506,,,,,
718,4,急性,acute,A51.4+ G01*,0.9600022435188293,,,,,
718,4,继发性,secondary,A51.4+ G01*,0.9633738398551941,,,,,
718,4,先天性,congenital,A50.4+ G01*,0.9638710618019104,,,,,
718,3,莫拉利特(良性复发性),Mollaret (benign recurrent),G03.2,0.9898979067802429,,,,,
718,3,奈瑟球菌脑脊膜炎,Neisseria meningitidis,A39.0+ G01*,0.9848449230194092,,,,,
718,3,脑脊髓性,cerebrospinal,A39.0+ G01*,0.9816402196884155,,,,,
718,3,脑膜炎球菌性,meningococcal,A39.0+ G01*,0.9828370809555054,,,,,
718,3,念珠菌性,"candidal, monilial",B37.5+ G02.1*,0.9758635759353638,,,,,
718,3,脓毒性,septic,G00.9,0.9900381565093994,,,,,
718,4,特指的病原体 NEC,specified organism NEC,G00.8,0.9561256766319275,,,,,
718,3,葡萄球菌性,staphylococcal,G00.3,0.9924862384796143,,,,,
718,3,清晰脑脊液 NEC,clear cerebrospinal fluid NEC,G03.0,0.9819148778915405,,,,,
718,3,溶组织隐球菌性,Torula histolytica (cryptococcal),B45.1+ G02.1*,0.982064425945282,,,,,
718,3,沙门菌(亚利桑那)(猪霍乱)(小肠炎)(鼠伤寒),Salmonella (arizonae)(cholerae-suis)(enteritidis) (typhimurium),A02.2+ G01*,0.9819480180740356,,,,,
718,3,生脓性,pyogenic,G00.9,0.9291332960128784,,,,,
718,4,特指的病原体NEC,specified organism NEC,G00.8,0.9796937108039856,,,,,
718,3,嗜酸细胞性,eosinophilic,B83.2+ G05.2*,0.9827751517295837,,,,,
718,3,嗜血杆菌(流感),Haemophilus (influenzae),G00.0,0.9829978942871094,,,,,
718,3,鼠疫耶尔森菌,Yersinia pestis,A20.3+ G01*,0.9623151421546936,,,,,
718,3,双球菌性,diplococcal,A39.0+ G01*,0.9648986458778381,,,,,
718,3,特指的病原体NEC,specified organism NEC,G00.8,0.9993648529052734,,,,,
718,3,无菌性(急性) NEC,"aseptic, sterile (acute) NEC",G03.0,0.9566019773483276,,,,,
718,3,细菌性,bacterial,G00.9,0.9980480670928955,,,,,
718,4,革兰氏阴性 NEC,Gram-negative NEC,G00.9,0.9933223724365234,,,,,
718,4,特指病原体的 NEC,specified organism NEC,G00.8,0.9584080576896667,,,,,
718,3,纤维蛋白脓性,fibrinopurulent,G00.9,0.9990319609642029,,,,,
718,4,特指的病原体NEC,specified organism NEC,G00.8,0.9863978624343872,,,,,
718,3,腺病毒性,adenoviral,A87.1+ G02.0*,0.9582087993621826,,,,,
718,3,隐球菌性,cryptococcal,B45.1+ G02.1*,0.9806562066078186,,,,,
718,3,真菌性NEC,mycotic NEC,B49+ G02.1*,0.9766526818275452,,,,,
719,2,脑膜炎球菌性(另见情况),"Meningococcus, meningococcal (see also condition)",A39.9,0.9984133839607239,,,,,
719,2,脑膜炎球菌血症,Meningococcemia,A39.4,0.9798119068145752,,,,,
719,3,急性,acute,A39.2,0.9676689505577087,,,,,
719,3,慢性,chronic,A39.3,0.971394419670105,,,,,
719,2,脑幕的 - 见情况,Tentorium - see condition,,0.9710679650306702,,,,,
719,2,脑脑(脊)膜脊髓炎 -见脑膜脑炎,Encephalomeningomyelitis - see Meningoencephalitis,,0.9767358303070068,,,,,
719,2,脑脑膜膨出(另见脑膨出),"Encephalomeningocele, Meningoencephalocele (see also Encephalocele)",Q01.9,0.9996236562728882,,,,,
719,3,梅毒性,syphilitic,A52.1+ G94.8*,0.9500107765197754,,,,,
719,4,先天性,congenital,A50.4+ G94.8*,0.9512379765510559,,,,,
719,2,脑脑膜炎- 见 脑膜脑炎,Encephalomeningitis - see Meningoencephalitis,,0.9274590015411377,,,,,
719,2,脑膨出,"Cephalocele, Encephalocele",Q01.9,0.9936686754226685,,,,,
719,3,鼻根部,nasofrontal,Q01.1,0.966760516166687,,,,,
719,3,额部,frontal,Q01.0,0.9811216592788696,,,,,
719,3,特指的 NEC,specified NEC,Q01.8,0.9468967318534851,,,,,
719,3,枕部,occipital,Q01.2,0.946536660194397,,,,,
719,2,脑强直(先天性),Cerebrospasticity (congenital),G80.1,0.9817304611206055,,,,,
719,2,脑桥的 - 见情况,"Pons, pontine - see condition",,0.966511070728302,,,,,
719,2,脑桥空洞症,Syringopontia,G95.0,0.9997122883796692,,,,,
719,2,脑软化(小脑)(大脑)(另见软化，脑),"Cerebromalacia, Encephalomalacia (brain) (cerebellar) (cerebral) (see also Softening, brain)",G93.8,0.9896842241287231,,,,,
719,2,脑室炎(另见脑炎),Ventriculitis (cerebral) (see also Encephalitis),G04.9,0.9968187808990479,,,,,
719,2,脑下垂体嗅剂吸入者病,Pituitary-snuff-taker's disease,J67.8,0.9998338222503662,,,,,
719,2,脑炎(慢性)(出血性)(特发性)(非流行性)(假性)(亚急性),"Cephalitis, Encephalitis, Phrenitis (chronic) (hemorrhagic) (idiopathic) (nonepidemic) (spurious) (subacute)",G04.9,0.9809944033622742,,,,,
719,3,澳大利亚,Australian,A83.4,0.9665971398353577,,,,,
719,3,巴西(病毒性),Ilheus (virus),A83.8,0.9706462621688843,,,,,
719,3,病毒感染后 NEC,postviral NEC,A86,0.9609177708625793,,,,,
719,3,病毒性,"viral, virus",A86,0.9572679996490479,,,,,
719,4,节肢动物媒介 NEC,arthropod-borne NEC,A85.2,0.9731314182281494,,,,,
719,4,蜱媒介,tick-borne,A84.9,0.9815094470977783,,,,,
719,5,特指的 NEC,specified NEC,A84.8,0.9356071949005127,,,,,
719,4,特指类型NEC,specified type NEC,A85.8,0.9664218425750732,,,,,
719,4,蚊媒介,mosquito-borne,A83.9,0.9762165546417236,,,,,
719,5,特指的NEC,specified NEC,A83.8,0.9642337560653687,,,,,
719,3,播散性，急性,"disseminated, acute",G04.0,0.9807323813438416,,,,,
719,3,波瓦生(加拿大),Powassan,A84.8,0.9970141053199768,,,,,
719,3,虫媒病毒性NEC,"arboviral, arbovirus NEC",A85.2,0.9843264222145081,,,,,
719,3,传染性(急性)，病毒性NEC,"infectious (acute), viral NEC",A86,0.9796661734580994,,,,,
719,3,创伤性,traumatic,T79.8,0.9634482264518738,,,,,
719,3,串酵母菌性[圆酿母菌性](隐球菌性),"Torula, torular (cryptococcal)",B45.1+ G05.2*,0.9827234148979187,,,,,
719,3,带状疱疹性,herpes zoster,B02.0+ G05.1*,0.9727899432182312,,,,,
720,3,道森(包含体),Dawson's (inclusion body),A81.1,0.9838612079620361,,,,,
720,3,地方性(病毒性),endemic (viral),A86,0.9757887721061707,,,,,
720,3,俄罗斯,Russian,,0.9330720901489258,,,,,
720,4,春夏型(针叶林地),spring-summer (taiga),A84.0,0.9647122621536255,,,,,
720,4,秋季,autumnal,A83.0,0.9594630002975464,,,,,
720,3,耳炎 NEC,otitic NEC,H66.4+ G05.8*,0.9675403833389282,,,,,
720,3,感染后 NEC,postinfectious NEC,G04.8,0.9915477633476257,,,,,
720,3,红斑狼疮，系统性,"lupus erythematosus, systemic",M32.1+ G05.8*,0.9843026995658875,,,,,
720,3,化脓性,suppurative,G04.8,0.9941301345825195,,,,,
720,3,昏睡性(急性)(传染性),lethargica (acute) (infectious),A85.8,0.9866088032722473,,,,,
720,3,急性(另见脑炎，病毒性),"acute (see also Encephalitis, viral)",A86,0.9876930713653564,,,,,
720,4,播散性(人工免疫后)(感染后)(疫苗接种后),disseminated (postimmunization) (postinfectious) (postvaccination),G04.0,0.9725502133369446,,,,,
720,4,非流行性,nonepidemic,G04.9,0.9943570494651794,,,,,
720,3,加利福尼亚(病毒性),California (virus),A83.5,0.9927746653556824,,,,,
720,3,见于(由于),in (due to),,0.9538455009460449,,,,,
720,4,查加斯病(慢性),Chagas' disease (chronic),B57.4+ G05.2*,0.9707809686660767,,,,,
720,4,肠病毒,enterovirus,A85.0+ G05.1*,0.9776564240455627,,,,,
720,4,传染病NEC,infectious disease NEC,B99+ G05.2*,0.9689463376998901,,,,,
720,4,带状疱疹,zoster,B02.0+ G05.1*,0.9745208024978638,,,,,
720,4,放线菌病,actinomycosis,A42.8+ G05.0*,0.9722235798835754,,,,,
720,4,非洲锥虫病,African trypanosomiasis,B56 G05.2*,0.939176082611084,,,,,
720,4,风疹,rubella,B06.0+ G05.1*,0.9699013829231262,,,,,
720,4,弓形虫病(后天性),toxoplasmosis (acquired),B58.2+ G05.2*,0.9862565398216248,,,,,
720,5,先天性,congenital,P37.1+ G05.2*,0.9638245701789856,,,,,
720,4,脊髓灰质炎病毒,poliovirus,A80.9+ G05.1*,0.9609963893890381,,,,,
720,4,寄生虫病NEC,parasitic disease NEC,B89+ G05.2*,0.9477747678756714,,,,,
720,4,结核病,tuberculosis,A17.8+ G05.0*,0.976639449596405,,,,,
720,4,巨细胞病毒,cytomegalovirus,B25.8+ G05.1*,0.978596031665802,,,,,
720,4,利斯特菌病,listeriosis,A32.1+ G05.0*,0.9846461415290833,,,,,
720,4,流感(具体病毒未证实),influenza (specific virus not identified),J11.8+ G05.1*,0.9734469652175903,,,,,
720,4,其他流感病毒已证实,other influenza virus identified,J10.8+ G05.1*,0.9742891788482666,,,,,
720,5,禽流感病毒已证实,avian influenza virus identified,J09+ G05.1*,0.9810248017311096,,,,,
720,4,流行性腮腺炎,mumps,B26.2+ G05.1*,0.9832203984260559,,,,,
720,4,麻疹,measles,B05.0+ G05.1*,0.9806080460548401,,,,,
720,4,梅毒,syphilis,,0.9475046396255493,,,,,
720,5,晚期,late,A52.1+ G05.0*,0.976475179195404,,,,,
720,5,先天性,congenital,A50.4+ G05.0*,0.983715832233429,,,,,
720,4,纳格勒阿米巴病,naegleriasis,B60.2+ G05.2*,0.9764285087585449,,,,,
720,4,疱疹(单纯性)病毒,herpes (simplex) virus,B00.4+ G05.1*,0.985877513885498,,,,,
720,4,系统性红斑狼疮,systemic lupus erythematosus,M32.1+ G05.8*,0.9720718860626221,,,,,
720,4,腺病毒,adenovirus,A85.1+ G05.1*,0.978438675403595,,,,,
721,3,节肢动物媒介 NEC(病毒性),arthropod-borne NEC (viral),A85.2,0.9718707203865051,,,,,
721,3,捷克斯洛伐克,Czechoslovakian,A84.1,0.9736273884773254,,,,,
721,3,拉克罗斯,La Crosse,A83.5,0.9704212546348572,,,,,
721,3,里奥布拉沃(美国-墨西哥交界),Rio Bravo,A85.8,0.9927374124526978,,,,,
721,3,淋巴性,lymphatica,A87.2+ G05.1*,0.9561569094657898,,,,,
721,3,流行性NEC(病毒性),epidemic NEC (viral),A86,0.9933216571807861,,,,,
721,3,麻疹后,postmeasles,B05.0+ G05.1*,0.9677642583847046,,,,,
721,3,马型(急性)(传染性)(病毒性),equine (acute) (infectious) (viral),A83.9,0.9670723676681519,,,,,
721,4,东方,Eastern,A83.2,0.9779582619667053,,,,,
721,4,委内瑞拉,Venezuelan,A92.2+ G05.1*,0.9563132524490356,,,,,
721,4,西方,Western,A83.1,0.9816758036613464,,,,,
721,3,门哥(乌干达),Mengo,A85.8,0.961075484752655,,,,,
721,3,墨累山谷(澳洲),Murray Valley,A83.4,0.9906998872756958,,,,,
721,3,脑膜炎球菌性,meningococcal,A39.8+ G05.0*,0.969372034072876,,,,,
721,3,疱疹病毒性,herpesviral,B00.4+ G05.1*,0.9747790098190308,,,,,
721,3,铅毒性,"lead, saturnine",T56.0,0.9625029563903809,,,,,
721,3,人工免疫后,postimmunization,G04.0,0.9745883941650391,,,,,
721,3,日本(乙型),Japanese (B type),A83.0,0.9764221906661987,,,,,
721,3,圣路易(美国),St Louis,A83.3,0.9548162221908569,,,,,
721,3,水痘后,"postchickenpox, postvaricella",B01.1+ G05.1*,0.9762609004974365,,,,,
721,3,特指的NEC,specified NEC,G04.8,0.952737033367157,,,,,
721,3,同心性(轴周性)(弥漫性),periaxialis (concentrica) (diffuse),G37.5,0.9791851043701172,,,,,
721,3,维也纳(瑞士),Vienna,A85.8,0.9849298000335693,,,,,
721,3,委内瑞拉马型,Venezuelan equine,A92.2+ G05.1*,0.9755585193634033,,,,,
721,3,西尼罗(病毒),West Nile (viral),A92.3,0.9609463214874268,,,,,
721,3,细菌性,bacterial,G04.8,0.9758952856063843,,,,,
721,3,型,type,,0.9104019403457642,,,,,
721,4,乙,B,A83.0,0.9184407591819763,,,,,
721,4,丙,C,A83.3,0.9311575889587402,,,,,
721,3,腺病毒性,adenoviral,A85.1,0.9728162288665771,,,,,
721,3,旋毛虫病,trichinosis,B75+ G05.2*,0.9673211574554443,,,,,
721,3,羊跳跃病,louping ill,A84.8,0.9796537756919861,,,,,
721,3,疫苗接种后,postvaccinal,G04.0,0.9847570657730103,,,,,
721,3,疫苗接种或其他免疫接种后,following vaccination or other immunization procedure,G04.0,0.9995380640029907,,,,,
721,3,远东(蜱媒介),Far Eastern (tick-borne),A84.0,0.9740561842918396,,,,,
721,3,中毒性 NEC,toxic NEC,G92,0.982022225856781,,,,,
721,3,中欧(蜱媒介),Central European (tick-borne),A84.1,0.9497951865196228,,,,,
721,2,脑炎后综合征,Postencephalitic syndrome,F07.1,0.9739332795143127,,,,,
721,2,脑叶切断术综合征,Lobotomy syndrome,F07.0,0.99372798204422,,,,,
721,2,脑震荡后综合征,Postconcussional syndrome,F07.2,0.9999244213104248,,,,,
722,1,nèi 内,,,,,,,,
722,2,内阿米巴(病)-见阿米巴病,"Entamebic, entamebiasis - see Amebiasis",,0.9923205375671387,,,,,
722,2,内部的 - 见情况,Internal - see condition,,0.9567347764968872,,,,,
722,2,内滴虫病,Embadomoniasis,A07.8,0.9737173914909363,,,,,
722,2,内翻(瘢痕性)(睑)(麻痹性)(老年性)(痉挛性),"Entropion, Inversion (cicatricial) (eyelid) (paralytic) (senile) (spastic)",H02.0,0.9755703806877136,,,,,
722,3,宫颈,cervix,N88.8,0.9740968942642212,,,,,
722,3,膀胱,bladder,N32.8,0.9704377055168152,,,,,
722,3,先天性,congenital,Q10.2,0.9835975766181946,,,,,
722,4,眼睑,eyelid,Q10.2,0.9730809330940247,,,,,
722,3,阴道(子宫切除术后),vagina (posthysterectomy),N99.3,0.9842469692230225,,,,,
722,3,子宫(慢性),uterus (chronic),N85.5,0.975856602191925,,,,,
722,4,产后,postpartum,O71.2,0.8326196670532227,,,,,
722,2,内分泌的 - 见情况,Endocrine - see condition,,0.9461668133735657,,,,,
722,2,内分泌障碍,Dysendocrinism,E34.9,0.9999107122421265,,,,,
722,2,内格勒骨盆,Nägele's pelvis,M95.5,0.9994116425514221,,,,,
722,3,伴有胎盆不称,with disproportion (fetopelvic),O33.0,0.9947640299797058,,,,,
722,4,引起梗阻性分娩,causing obstructed labor,O65.0,0.9800331592559814,,,,,
722,2,内格利,Naegeli's,,0.9998623728752136,,,,,
722,3,白血病，单核细胞性(M9863/3),"leukemia, monocytic (M9863/3)",C92.1,0.9828042984008789,,,,,
722,3,病,disease,Q82.8,0.9916697144508362,,,,,
722,2,内拉东综合征,Nelaton's syndrome,G60.8,0.9999640583992004,,,,,
722,2,内皮瘤，骨(M9260/3)-见肿瘤，骨，恶性,"Endothelioma, bone (M9260/3) - see Neoplasm, bone, malignant",,0.9885181188583374,,,,,
722,2,内皮增生(出血感染性),Endotheliosis (hemorrhagic infectious),D69.8,0.9977346658706665,,,,,
722,2,内生软骨瘤(M9220/0)-见肿瘤，骨，良性,"Enchondroma (M9220/0) - see Neoplasm, bone benign",,0.9873606562614441,,,,,
722,2,内生软骨瘤病(软骨)(多发性),Enchondromatosis (cartilaginous) (multiple),Q78.4,0.9954035878181458,,,,,
722,2,内收挛缩，髋或其他关节-见挛缩，关节,"Adduction contracture, hip or other joint - see Contraction, joint",,0.9865152835845947,,,,,
722,2,内特尔希普综合征[着色性荨麻疹],Nettleship's syndrome,Q82.2,0.98497474193573,,,,,
722,2,内陷,Inversion,,0.9995969533920288,,,,,
722,3,乳头,nipple,N64.5,0.9885622262954712,,,,,
722,4,产褥期、产后,"puerperal, postpartum",O92.0,0.9495106935501099,,,,,
722,4,妊娠_,gestational,O92.0,0.8866856694221497,,,,,
722,4,先天性,congenital,Q83.8,0.9207048416137695,,,,,
722,3,视乳头,optic papilla,Q14.2,0.9984105229377747,,,,,
722,2,内斜视(交替性)(单眼),"Cross-eye, Esotropia (alternating) (monocular)",H50.0,0.9974405169487,,,,,
722,3,间歇性,intermittent,H50.3,0.9968059062957764,,,,,
722,2,内旋转斜视,Incyclotropia,H50.4,0.9990569949150085,,,,,
722,2,内旋转隐斜,Incyclophoria,H50.5,0.9998786449432373,,,,,
722,2,内隐斜,Esophoria,H50.5,0.9999216794967651,,,,,
722,3,集中[辐凑]，过度,"convergence, excess",H51.1,0.9868500828742981,,,,,
722,3,散开[双眼外展]，机能不全,"divergence, insufficiency",H51.8,0.9928783178329468,,,,,
723,2,内脏的 - 见情况,"Viscera, visceral - see condition",,0.9764488935470581,,,,,
723,2,内脏反位或逆位(腹)(胸),Situs inversus or transversus (abdominalis) (thoracis),Q89.3,0.9850848317146301,,,,,
723,2,内脏下垂,"Splanchnoptosis, Visceroptosis",K63.4,0.9840599298477173,,,,,
723,2,内脏异位,Heterotaxia,Q89.3,0.9999512434005737,,,,,
723,2,内障(另见白内障),Cataracta (see also Cataract),H26.9,0.9997245669364929,,,,,
723,3,并发性,complicata,H26.2,0.9545499682426453,,,,,
723,3,花冠状,coronaria,Q12.0,0.9759048223495483,,,,,
723,3,葵花状,sunflower,H26.2,0.9477814435958862,,,,,
723,3,蓝色,cerulea,Q12.0,0.970757782459259,,,,,
723,3,膜性,membranacea,,0.9717902541160583,,,,,
723,4,粘着性,accreta,H26.4,0.9436344504356384,,,,,
723,4,先天性,congenita,Q12.0,0.9447196125984192,,,,,
723,3,珊瑚状,coralliformis,Q12.0,0.9755654335021973,,,,,
723,3,先天性,congenita,Q12.0,0.9540644884109497,,,,,
723,3,中心性粉状,centralis pulverulenta,Q12.0,0.9730272889137268,,,,,
723,3,棕色,brunescens,H25.1,0.9690024256706238,,,,,
723,2,内眦赘皮(眼睑)(先天性),"Epicanthus, epicanthic fold (eyelid) (congenital)",Q10.3,0.9906687140464783,,,,,
723,1,néng 能,,,0.9433913826942444,,,,,
723,2,能生育的无睾综合征,Fertile eunuch syndrome,E23.0,0.9956813454627991,,,,,
723,1,ní 尼,,,0.997999906539917,,,,,
723,2,尼古拉(-迪朗)-法夫尔病,Nicolas(-Durand)-Favre disease,A55,0.9978805780410767,,,,,
723,2,尼曼-皮克病或综合征(各型),Niemann-Pick disease or syndrome (all types),E75.2,0.9997488260269165,,,,,
723,1,nì 逆,,,0.8740434646606445,,,,,
723,2,逆蠕动,Reverse peristalsis,R19.2,0.9728364944458008,,,,,
723,2,逆行性月经,Retrograde menstruation,N92.5,0.985332727432251,,,,,
723,1,nì 溺,,,,,,,,
723,2,溺爱，父母对儿童,"Overprotection, child by parent",Z62.1,0.9991170167922974,,,,,
723,2,溺褥(另见遗尿),Bedwetting (see also Enuresis),R32,0.9984919428825378,,,,,
723,2,溺水(致命性)(非致命性),Submersion (fatal) (nonfatal),T75.1,0.9806473851203918,,,,,
723,1,nián 年粘,,,0.9999598264694214,,,,,
723,1,nián 年,,,,,,,,
723,2,年老(另见衰老),Age (old) (see also Senility),R54,0.9976810216903687,,,,,
724,2,粘蛋白沉积症(皮肤)(局灶性)(丘疹性),Mucinosis (cutaneous) (focal) (papular) (skin),L98.5,0.9748201370239258,,,,,
724,3,口腔,oral,K13.7,0.9502870440483093,,,,,
724,2,粘多糖贮积症[粘多糖贮积病],Mucopolysaccharidosis,E76.3,0.9996553659439087,,,,,
724,3,特指的 NEC,specified NEC,E76.2,0.9715966582298279,,,,,
724,3,心脏病,cardiopathy,E76.3+ I52.8*,0.9471117258071899,,,,,
724,3,型,type,,0.916468620300293,,,,,
724,4,I,I,E76.0,0.9194841384887695,,,,,
724,4,Ⅱ,II,E76.1,0.9268532991409302,,,,,
724,4,III、IV、VI、VII,"III, IV, VI, VII",E76.2,0.8580731153488159,,,,,
724,2,粘多糖贮积症IS型,Scheie's syndrome,E76.0,0.9771099090576172,,,,,
724,2,粘膜白斑病,Leukokeratosis,,0.9999380111694336,,,,,
724,3,声带,vocal cord,J38.3,0.9969618320465088,,,,,
724,3,烟碱性腭,nicotina palati,K13.2,0.9975087642669678,,,,,
724,2,粘膜皮肤利什曼病,Uta,B55.1,0.9495861530303955,,,,,
724,2,粘膜下的-见情况,Submucous - see condition,,0.9815298318862915,,,,,
724,2,粘膜疹，病毒性,"Enanthema, viral",B09,0.9999065399169922,,,,,
724,2,粘液 - 另见情况,"Mucous, Mucus - see also condition",,0.9279415607452393,,,,,
724,3,斑(梅毒性),patches (syphilitic),A51.3,0.9961320757865906,,,,,
724,4,先天性,congenital,A50.0,0.9864394068717957,,,,,
724,3,大便内,in stool,R19.5,0.9874190092086792,,,,,
724,3,"栓(另见窒息,粘液)","plug (see also Asphyxia, mucus)",T17.9,0.9695634841918945,,,,,
724,4,吸入，新生儿,"aspiration, newborn",P24.1,0.9782923460006714,,,,,
724,4,气管支气管的,tracheobronchial,T17.8,0.9796521067619324,,,,,
724,5,新生儿,newborn,P24.1,0.9604139924049377,,,,,
724,3,"窒息(另见窒息,粘液)","asphyxia or suffocation (see also Asphyxia, mucus)",T17.9,0.9653345942497253,,,,,
724,4,新生儿,newborn,P24.1,0.9917945861816406,,,,,
724,2,粘液瘤(M8840/0)-另见肿瘤，结缔组织，良性,"Myxoma (M8840/0) - see also Neoplasm, connective tissue, benign",,0.989544689655304,,,,,
724,3,神经鞘(M9562/0)-见肿瘤，神经，良性,"nerve sheath (M9562/0) - see Neoplasm, nerve, benign",,0.9856371879577637,,,,,
724,3,牙源性(M9320/0),odontogenic (M9320/0),D16.5,0.9691238403320312,,,,,
724,4,上颌(骨),upper jaw (bone),D16.4,0.9549415707588196,,,,,
724,2,粘液囊病(另见滑囊炎),Bursopathy (see also Bursitis),M71.9,0.9872437715530396,,,,,
724,3,特指的 NEC,specified NEC,M71.8,0.9438679814338684,,,,,
724,2,粘液囊炎- 现译名滑囊炎,Bursitis,,0.9710471034049988,,,,,
724,2,粘液囊肿,Mucocele,,0.9998594522476196,,,,,
724,3,鼻窦(旁窦),"nasal sinus, sinus (accessory) (nasal)",J34.1,0.9820848107337952,,,,,
724,3,鼻甲(骨)(中),turbinate (bone) (middle) (nasal),J34.1,0.9674493670463562,,,,,
724,3,胆囊,gallbladder,K82.1,0.9816486835479736,,,,,
724,3,颊窝,buccal cavity,K13.7,0.9932224750518799,,,,,
724,3,阑尾,appendix,K38.8,0.9728422164916992,,,,,
724,3,泪囊,lacrimal sac,H04.4,0.9976387023925781,,,,,
724,3,涎腺(任何),salivary gland (any),K11.6,0.9957695603370667,,,,,
725,2,粘液粘稠病,Mucoviscidosis,E84.9,0.9909114837646484,,,,,
725,3,伴有胎粪性肠梗阻,with meconium obstruction,E84.1+ P75*,0.9628874659538269,,,,,
725,2,粘液肉瘤(M8840/3)-见肿瘤，结缔组织，恶性,"Myxosarcoma (M8840/3) - see Neoplasm, connective tissue, malignant",,0.97968989610672,,,,,
725,2,粘液软骨肉瘤(M9220/3)-见肿瘤，软骨，恶性,"Myxochondrosarcoma (M9220/3) - see Neoplasm, cartilage, malignant",,0.9867400527000427,,,,,
725,2,粘液纤维瘤(M8811/0)-见肿瘤，结缔组织，良性,"Myxofibroma (M8811/0) - see Neoplasm, connective tissue, benign",,0.9873981475830078,,,,,
725,3,牙源性(M9320/0),odontogenic (M9320/0),D16.5,0.9556799530982971,,,,,
725,4,上颌(骨),upper jaw (bone),D16.4,0.9544501304626465,,,,,
725,2,"粘液纤维肉瘤(M8811/3)-见肿瘤，结缔组织,恶性","Myxofibrosarcoma (M8811/3) - see Neoplasm, connective tissue, malignant",,0.9768292307853699,,,,,
725,2,粘液性水肿(婴儿)(另见甲状腺功能减退症),Myxedema (infantile) (see also Hypothyroidism),E03.9,0.9870350956916809,,,,,
725,3,昏迷,coma,E03.5,0.9021617770195007,,,,,
725,3,皮肤,cutis,L98.5,0.9602471590042114,,,,,
725,3,丘疹性,papular,L98.5,0.9531839489936829,,,,,
725,3,先天性,congenital,E00.1,0.9644103050231934,,,,,
725,2,粘液性眼,Sticky eye,H10.0,0.9991481304168701,,,,,
725,2,粘液样脂肪肉瘤(M8852/3)-见肿瘤，结缔组织，恶性,"Myxoliposarcoma (M8852/3) - see Neoplasm, connective tissue, malignant",,0.9877628684043884,,,,,
725,2,粘液脂肪瘤(M8852/0),Myxolipoma (M8852/0),D17.9,0.9993138313293457,,,,,
725,2,粘液脂瘤-见脂肪瘤(M8852/0),Lipomyxoma (M8852/0) - see Lipoma,,0.9992397427558899,,,,,
725,2,粘液脂肉瘤(M8852/3)-见肿瘤，结缔组织，恶性,"Lipomyxosarcoma (M8852/3) - see Neoplasm, connective tissue, malignant",,0.9921323657035828,,,,,
